Number,Konkani Word in Devnagiri,Konkani word in English alphabet,English Meaning,Context/usage in a sentence,Does the Devnagiri Spelling need correction? (Y/N),Does the meaning need correction? (Y/N),Corrected Devnagiri Spelling by user X,Corrected Devnagiri Spelling by user Y,Corrected English meaning by user X,Corrected English meaning by user Y
3942,,toDa phuggonvche,to show one's anger on the face,,,,,,,
3943,,toDaak mhashi laanchi,to belittle badly or embarras someone,,,,,,,
3944,,toDaak shen thaappunu ghaatalə,when you yourself make a shameful blunder,,,,,,,
3945,,toDaak sheN thappunu ghetalE,,,,,,,,
3946,,Tonda til timbana,Can’t keep secrets,,,,,,,
3947,,tŏṅDāṅ uddāyeṅvche bābti !,,,,,,,,
3948,,totli,,,,,,,,
3949,,tottu naattile kuvale'n kaatartaa; toTTu naattile kuvale'n kaatartaa,brags without any basis,,,,,,,
3950,,traasu,"hassles, to trouble",Trassu (Marathi),,,,,,
3951,,TUft nhaaNi,Bathroom,,,,,,,
3952,तुळ्तुळि,tuLtuLi; tultuli,"smooth, as for a bald head; in small stream, in droplets",,,,,,,
3953,,Tunte,mischief,,,,,,,
3954,,Tuntepana,mischief,,,,,,,
3955,,Tur turi Dhavnu ailee,,,,,,,,
3956,,tusdo,,,,,,,,
3957,,TUT nhaaN,Bath,,,,,,,
3958,,ub shubh aasch,to have some amount of decency,,,,,,,
3959,,ubbaanvchE,to flatter someone unnecessarily,,,,,,,
3960,,ubh shubh aaschə,to have some amount of decency,,,,,,,
3961,,udkaal,very liquid or watery,,,,,,,
3962,,udyog,business,,,,,,,
3963,,udyogu,Business,,,,,,,
3964,,ujj aa kaaDDi,,,,,,,,
3965,,ujj aa peTTi,,,,,,,,
3966,,ujjaa kaaDDi,,,,,,,,
3967,,ujjaa peTTi,,,,,,,,
3968,,ullonvche,to say behind one's back,,,,,,,
3969,,Unch,high,,,,,,,
3970,,Unchari,"up, upstairs",,,,,,,
3971,,Upadra,trouble,Upadrava (Kannada),,,,,,
3972,,ushtə taadaacha,person with a bitter tongue,,,,,,,
3973,,usrameti,"asthmatic attack, unwanted but unavoidable circumstances",,,,,,,
3974,,ussoLNu,"associated with something lifted or thrown up before it falls or splatters, often with violence or force",,,,,,,
3975,,ussoLNu paLLaw,"describes someone being thrown up into the air with force (e.g., in an accident) before falling",,,,,,,
3976,,usuru band kornu ulaunvche,"to speak so continuously and hurriedly, so as to become breathless",,,,,,,
3977,,Uunchaari / Unchari,"upstairs, up",,,,,,,
3978,,VaanT,trouble or physical pain,,,,,,,
3979,,Vairi; vairi,Up,,,,,,,
3980,,Vairri,upstairs,,,,,,,
3981,,Vairtho,useless,,,,,,,
3982,,vasru ghallen,literally means gave birth to a calf; used when a vehicle breaks down in the middle of a road,,,,,,,
3983,,VeNi; veNi,parents of son in law or daughter in law,,,,,,,
3984,,Veyyu; veyyu,parents of son in law or daughter in law,,,,,,,
3985,,Veyyu and VeNi,parents of son in law or daughter in law,,,,,,,
3986,,vhaaNo,,,,,,,,
3987,,Vhai nhai shi,"neither yes nor no, so vhai nhai shi is chikechi, a little bit",,,,,,,
3988,,Vhai nhai shi thanDi paLLyaa,"chikechi thanDi paLLyaa, PERHAPS a little cold",,,,,,,
3989,,VhaNo/HoNo,,,,,,,,
3990,,vochuk maaksheta,to avoid going somewhere,,,,,,,
3991,,vopas-vopas,,,,,,,,
3992,,whanTa,"trouble, hassles",,,,,,,
3993,,Wrist,मनगट,,,,,,,
3994,,Yedde teddyaak,for every small reason,,,,,,,
3995,,Yettari yettari,,,,,,,,
3996,,Yettari yettari ghelyaari keeragelo gooDu distaa,,,,,,,,
3997,,Yetthari,much above,,,,,,,
3998,,yəddə təddyaak,for every small reason or excuse,,,,,,,
3999,,Zaaidivasaa shuBhaashay,happy birthday,,,,,,,
4000,,zaaydisu,birthday,,,,,,,
4001,,Zhaanti,,,,,,,,
4002,,ZhagaDeṅ,a fight,,,,,,,
4003,,ZhopaaLo,swing,,,,,,,
4004,,Zoi zoi,,,,,,,,
4005,,Zoi zoi bala,,,,,,,,
4006,तुम्गलॅ,,your,,,,,,,
4007,तुगलॅ,,your,,,,,,,
4008,तू,,you,,,,,,,
4009,आम्मी,,we,,,,,,,
4010,आडलि,aadli,vegetable cutter with seat,,,,,,,
4011,,Vairtho/Vyartha,useless,,,,,,,
4012,कायरे भाकरॅ,kayre bhakare,Tom Dick and Harry,,,,,,,
4013,कैsरू,kairu,to sweep,,,,,,,
4014,,Kedraunche/Kirdunche,to shout or shriek,,,,,,,
4015,चौकशी कोर्ची,chokashi korchi,"to investigate, or acquire or obtain some specific information",,,,,,,
4016,हिक्का,,to her,,,,,,,
4017,हॅ,,this,,,,,,,
4018,तीं,,they (collective noun),,,,,,,
4019,हान्नी,,they,,,,,,,
4020,तॅ,,they,,,,,,,
4021,तांगलॅ,,theirs,,,,,,,
4022,पात्तरू,paatteru,stone,,,,,,,
4023,तिखा,tikha,spicy,,,,,,,
4024,पलाव,palaaw,small glass,,,,,,,
4025,का्sट्टो,का्sट्टो,seating arrangement around Ashwath tree outside the temple,,,,,,,
4026,अळ्ळी,aallii; aalliii,saltless; bland,,,,,,,
4027,मिठ्ठाघर्,mittagaru; mittaghar,salt pan,,,,,,,
4028,कुम्भारू,kumbharu,potter,,,,,,,
4029,पाप कर्मचो,पाप कर्मचो,"poor fellow, when you feel sorry for someone",,,,,,,
4030,शिंगाsरू,shingaru,"overall Make-ups, Bride/diety adorned",,,,,,,
4031,आम्गलॅ,,ours,,,,,,,
4032,jibbek haad naa,jibbek haad naa,no control or restraint in one's talk or expression,,,,,,,
4033,डाॅळ्यांतु रगत ना,Dolyantu ragat naa,"no compassion in a person, a ruthless person",,,,,,,
4034,म्हाना,mhana,nape of the neck,,,,,,,
4035,मगलॅ,,mine,,,,,,,
4036,,बिगाहातु,Key,,,,,,,
4037,पोळ्यां काय्ली,polyaam kaayi,iron griddle for making dosa,,,,,,,
4038,तवॉ,tawa,iron griddle for making dosa,,,,,,,
4039,हाँव,,I,,,,,,,
4040,तागलॅ,,his,,,,,,,
4041,हाक्का,,him,,,,,,,
4042,तॉ,,him,,,,,,,
4043,हिगलॅ,,hers,,,,,,,
4044,ही,,her,,,,,,,
4045,ती,,her,,,,,,,
4046,तिगेलॅ,,her,,,,,,,
4047,कान खब्रर्यो,kaan khabaryo,"hearsay, gossip",,,,,,,
4048,हॉ,,he,,,,,,,
4049,सोन्नारू,sonaru; sonnaru,goldsmith,,,,,,,
4050,तुजगुणी,,for you,,,,,,,
4051,आम्चगुणी,,for us,,,,,,,
4052,तुम्चगुणी,,for them,,,,,,,
4053,तांचगुणी,,for them,,,,,,,
4054,तांचखात्तीर,,for them,,,,,,,
4055,तांका,,for them,,,,,,,
4056,मज्जखात्तीर,,for me,,,,,,,
4057,मजगुणी,,for me,,,,,,,
4058,,KaDDi,for match stick,,,,,,,
4059,,PeTTi,for match box,,,,,,,
4060,हाज्जखात्तिर,,for him,,,,,,,
4061,ताजगुणी,,for him,,,,,,,
4062,ताक्का,,for him,,,,,,,
4063,हिज्जखात्तीर,,for her,,,,,,,
4064,तिज्जखात्तीर,,for her,,,,,,,
4065,तिजगुणी,,for her,,,,,,,
4066,तिक्का,,for her,,,,,,,
4067,संत्र्यची बोई,santryachyaw boyee,every slice of orange,,,,,,,
4068,लाॅखोटो,lakhotu,envelope,,,,,,,
4069,शिक्ंsपं/बर्sपं,शिक्ंsपं/बर्sपं,education,,,,,,,
4070,कान्ना पांळें,कान्ना पांळें,ear lobe,,,,,,,
4071,जाय म्होणु,Jaay mhoNu,done on purpose,,,,,,,
4072,हळू,halu,come slowly,,,,,,,
4073,नेवाऽने याॅ,nawan ya; nawan yo,come slowly,,,,,,,
4074,पाक्कोळी,paakkoli,butterfly,,,,,,,
4075,बाल्दि,baaldi,bucket,,,,,,,
4076,चेsप्पी,cheppeen,bland,,,,,,,
4077,कोsडू,kadu,bitter,,,,,,,
4078,कोळ् विंदूरू,kol vinduru,big fat rat,,,,,,,
4079,"केळा साल्येरि पाय निस्सर्द, जागरता !","kelaa salyeri paay nissard, jagarata",beware of slipping the foot on the banana skin,,,,,,,
4080,गोब्बोरू,gobaru; gobboru,ash,,,,,,,
4081,तुम्मी,,all of you,,,,,,,
4082,,ShikshaNaant budhwanthu,academically brilliant,,,,,,,
4083,माड्डी,maaddi,a type of Taro group of tubers used in cooking,,,,,,,
4084,ह्यॉ,,,,,,,,,
4085,होणो,,,,,,,,,
4086,हादकुलो,,,,,,,,,
4087,हांगलॅ,,,,,,,,,
4088,हागलॅ,,,,,,,,,
4089,हलु,,,,,,,,,
4090,सोनारु,,,,,,,,,
4091,सोनारिंग,,,,,,,,,
4092,सूप,,,,,,,,,
4093,संत्र्याच्यो बोई,,,,,,,,,
4094,सत्तुरांचो,,,,,,,,,
4095,शेॅणा़पंची /चो,,,,,,,,,
4096,शेजार,,,,,,,,,
4097,शृंगारु,,,,,,,,,
4098,शिकंप/बरप,,,,,,,,,
4099,शिकक्षणंत बुधवंत,,,,,,,,,
4100,व्यापारु,,,,,,,,,
4101,वासरु,,,,,,,,,
4102,वाटली,,,,,,,,,
4103,वाटटे,,,,,,,,,
4104,वहांो,,,,,,,,,
4105,वयस्थ,,,,,,,,,
4106,वयरथ,,,,,,,,,
4107,वटी,,,,,,,,,
4108,लाटनी,,,,,,,,,
4109,लाखोटो,,,,,,,,,
4110,मिट्टाघर,,,,,,,,,
4111,मिट्टागरु,,,,,,,,,
4112,महान,,,,,,,,,
4113,भिंगारु,,,,,,,,,
4114,भाणा,,,,,,,,,
4115,बोन्डी,,,,,,,,,
4116,बोध,,,,,,,,,
4117,बेजारु,,,,,,,,,
4118,बुधवंत,,,,,,,,,
4119,बिक्कंद,,,,,,,,,
4120,बाल्दी,,,,,,,,,
4121,बयगेरी बाबू जाला पेंचई नानाकाचो,,,,,,,,,
4122,फुलपाखरू,,,,,,,,,
4123,फणसाचो फोंडो,,,,,,,,,
4124,फणसाचे गरे,,,,,,,,,
4125,पोरु,,,,,,,,,
4126,पोट्टोळनु घेंवचें,,,,,,,,,
4127,पेट्टी,,,,,,,,,
4128,पुरस्कारु,,,,,,,,,
4129,पाप कर्माचो,,,,,,,,,
4130,पानवरु,,,,,,,,,
4131,पातरु,,,,,,,,,
4132,पागारु,,,,,,,,,
4133,पलेरू,,,,,,,,,
4134,निदाल,,,,,,,,,
4135,निदळ,,,,,,,,,
4136,नाकूटु,,,,,,,,,
4137,नाकुतु,,,,,,,,,
4138,नांका तुर्येरी कोपु,नांका तुर्येरी कोपु,,,,,,,,
4139,नाका तुर्येरी कोपु,,,,,,,,,
4140,नवन या,,,,,,,,,
4141,नवन,,,,,,,,,
4142,धुवरु,,,,,,,,,
4143,धागल बोधांथु रिग्गोछा माल्यारी कष्ट,,,,,,,,,
4144,दोॅरक्यांचो/ची,,,,,,,,,
4145,दोळ्यंतू रगत ना,,,,,,,,,
4146,दोरि,,,,,,,,,
4147,देंता,,,,,,,,,
4148,देड बुधवंत,,,,,,,,,
4149,दायी,,,,,,,,,
4150,थेयला तुप्पा छो,,,,,,,,,
4151,ताप,,,,,,,,,
4152,तातुक्षण,,,,,,,,,
4153,तवशे,,,,,,,,,
4154,तळ्-तळी,,,,,,,,,
4155,तप्पीला,,,,,,,,,
4156,तज्जाखात्तीर,,,,,,,,,
4157,डौलो,,,,,,,,,
4158,टिकशन,,,,,,,,,
4159,झोपालो,,,,,,,,,
4160,झगडेन,,,,,,,,,
4161,जिब्बेक हाड ना,,,,,,,,,
4162,जाय म्होनु,,,,,,,,,
4163,जंबोई,,,,,,,,,
4164,जंग,,,,,,,,,
4165,चोच,,,,,,,,,
4166,चोगरु,,,,,,,,,
4167,चोखसी कोरचि,,,,,,,,,
4168,चोकाशी कोरची,,,,,,,,,
4169,चेम्बु,,,,,,,,,
4170,चीपे,,,,,,,,,
4171,चिक्कुरु,,,,,,,,,
4172,चिंकारु,,,,,,,,,
4173,चामकीळ,,,,,,,,,
4174,चांभारु,,,,,,,,,
4175,चप्पेन,,,,,,,,,
4176,घोरके,,,,,,,,,
4177,घाम,,,,,,,,,
4178,गोबारु,,,,,,,,,
4179,गोबरु,,,,,,,,,
4180,गिंदल,,,,,,,,,
4181,गब्बो,,,,,,,,,
4182,खोपोरू,,,,,,,,,
4183,खोट्या atti,,,,,,,,,
4184,खांद,,,,,,,,,
4185,केळ्याचो गडाऊ,,,,,,,,,
4186,केली पान,,,,,,,,,
4187,केला साल्येरी पाय निसर्द,,,,,,,,,
4188,केरलु,,,,,,,,,
4189,केपे बेंगे,,,,,,,,,
4190,कूका,,,,,,,,,
4191,कूक,,,,,,,,,
4192,कुल्ली,,,,,,,,,
4193,कुली,,,,,,,,,
4194,कुलरू,,,,,,,,,
4195,कुंभारु,,,,,,,,,
4196,कीरलु,,,,,,,,,
4197,कांतनी,,,,,,,,,
4198,काट्टो,,,,,,,,,
4199,कय्लातो,,,,,,,,,
4200,कपूरु,,,,,,,,,
4201,कन्ना पाळे,,,,,,,,,
4202,कत्तो,,,,,,,,,
4203,कडू,,,,,,,,,
4204,कडी,,,,,,,,,
4205,कट्टाो,,,,,,,,,
4206,उंदुरु,,,,,,,,,
4207,उजज्या,,,,,,,,,
4208,आंब्याचा कात्तो,,,,,,,,,
4209,आडली,,,,,,,,,
4210,आडकीन,,,,,,,,,
4211,आंगात,,,,,,,,,
4212,अळ्ळीं,,,,,,,,,
4213,अम्मा,,,,,,,,,
4214,अपापी,,,,,,,,,
4215,अंगडी,,,,,,,,,
4216,,Aangaa kante sumrelen; aangaa kante sumrelen,,,,,,,,
4217,,aataa sandhi padi paanaari waadi,,,,,,,,
4218,,aatta kaLLe,,,,,,,,
4219,,aavval,,,,,,,,
4220,,Baal natthilo Achari,,,,,,,,
4221,,bālaka,,,,,,,,
4222,,bālakaaha,,,,,,,,
4223,,bālakau,,,,,,,,
4224,,Challo,,,,,,,,
4225,,chikechi,,,,,,,,
4226,,dogjaana/ doni challe,,,,,,,,
4227,,galgalo ghevop,,,,,,,,
4228,,glaTao,,,,,,,,
4229,,gulni karap,,,,,,,,
4230,,haangaa,,,,,,,,
4231,,hiccups,,,,,,,,
4232,,Hittal,,,,,,,,
4233,,majjar aad galle,,,,,,,,
4234,,pap karmacho,,,,,,,,
4235,,pateeta paavana thai'nthaavnu,,,,,,,,
4236,,pente,,,,,,,,
4237,,Pishi( fem),,,,,,,,
4238,,porsu,,,,,,,,
4239,,Raghupati Raghava hangathaavnu,,,,,,,,
4240,,"sadduku, mevnNo, mevnNi etc",,,,,,,,
4241,,sagle challe/ masta challe,,,,,,,,
4242,,saha,,,,,,,,
4243,,Suttapunnav,,,,,,,,
4244,,tattE-paleeru,,,,,,,,
4245,,tau,,,,,,,,
4246,,Tawndre,,,,,,,,
4247,,Tey,,,,,,,,
4248,,the nasal consonants,,,,,,,,
4249,,thongn,,,,,,,,
4250,,tikshan,,,,,,,,
4251,,Vhayi nhave,,,,,,,,
4252,,बीग,,,,,,,,
4253,,हुन्नुदका घोटु,,,,,,,,
4254,कच्कचि,kachkachi,fibrous to bite,,,,,,,
4255,कड्कडो,kadkado,shivering due to cold,,,,,,,
4256,कण्कणु,kankanu,"an ache, mostly in the head (कपा ला कण्कणु)",,,,,,,
4257,कट्कटि,katkati,hard to bite (opposite of कुर्कुरि ),,,,,,,
4258,कर्करि,karkari,rough (to touch or feel),,,,,,,
4259,किच्किचि,kichkichi,sticky,,,,,,,
4260,किट्किट्चे,kitkitche,a stinging itch e.g. when bitten by bed bugs,,,,,,,
4261,किड्किडि,kidkidi,"spindly, thin",,,,,,,
4262,किर्किरि,kirkiri,screeching,,,,,,,
4263,कुच्कुचि,kuchkuchi,"close to one another, tightly packed",,,,,,,
4264,कुच्कुचु,kuchkuchu,itch,,,,,,,
4265,कुट्कुटि,kutkuti,sound and active (said of old people who are fit and active,,,,,,,
4266,कुंय्कुंय्,kuinkuin,complaining in a nasal manner of some dissatisfaction,,,,,,,
4267,कुर्कुरि,kurkuri,crisp,,,,,,,
4268,कुर्कुर्ता,kurkurthaa,itching to do something,,,,,,,
4269,कुर्त्कुर्तुनु,kurthkurthunu,repeatedly pressing one to act or respond,,,,,,,
4270,कुळ्कुळि,kulkuli,"roly poly, round and plump ???...",,,,,,,
4271,कुश्कुशि,kushkushi,???...,,,,,,,
4272,कोट्कोट्ता,kotkotthaa,of chatter of very young children,,,,,,,
4273,खत्खति,khathkhathi,boiling,,,,,,,
4274,खण्खणि,khankhani,clearly like the clang of a bell,,,,,,,
4275,खर्खर,kharkhara,"trouble, worry, nuisance",,,,,,,
4276,खर्खर्सो,kharkharso,A troublesome person,,,,,,,
4277,खल्खलि,khalkhali,"clearly, unambiguously",,,,,,,
4278,खल्खलो,khalkhalo,fit of shivering due to too much cold (sheeya Khalkhalo),,,,,,,
4279,खिल्खिलो,khilkhilo,a child’s rattle,,,,,,,
4280,गच्ग्गचि,gachgachi,"close to one another, packed tightly",,,,,,,
4281,गट्गटि,gatgati,"quickly (refers to water, tea, coffee etc., being drunk quickly",,,,,,,
4282,गड्गडव्ंचे,gadgadaavnche,"in earlier years, when full tori from a shop was poured in small quantities on the top of a slantingly held Manai when the dal rolls down and is collected at the bottom and the lighter chaff and the rough heavier stones remain on the Manai and are removed periodically.",,,,,,,
4283,गड्गड्ता,gadgadthaa,"walks unsteadily, to totter ? ? also colloquially refers to individuals who are very rich...",,,,,,,
4284,गड्गडां चे’,gadgadaanche,said when the Ragdo is turned lightly when fine paste is not needed),,,,,,,
4285,गर्गरि,gargari,refers to something done in a peremptory manner e.g hakka gargari thaannu vhello – He was peremptorily dragged away,,,,,,,
4286,गळ्गळ्ता,galgalthaa,the sound made when liquid filled in a pot shakes when the pot is shaken,,,,,,,
4287,गिड्गिडु,gidgidu,giggling of children,,,,,,,
4288,गिर्गिरि,girgiri,round and round,,,,,,,
4289,गुच्गुचि,guchguchi,"close to one another (say people), tightly packed",,,,,,,
4290,गुब्गुबि,gubgubi,a fat person,,,,,,,
4291,गुर्गुरु,gurguru,"The sound in the stomach during any digestive upset, also a gr gr sound heard",,,,,,,
4292,गोर्गोर्ता,gorgorthaa,"grumbles, complains",,,,,,,
4293,गोळ्गोळ्ता,golgolthaa,"speaks indistinctly, mumbles",,,,,,,
4294,घम्घमु,ghamghamu,"a strong, pleasant aromatic smell",,,,,,,
4295,घश्घशि,ghashghashi,,,,,,,,
4296,चक्चकि,chakchaki,"sparkling clean (when speaking of cleanliness), gleaming, well- polished",,,,,,,
4297,चड्चडि,chadchadi,,,,,,,,
4298,चर्चरि,charchari,cooked to crispness,,,,,,,
4299,चिड्चिडि,chidchidi,,,,,,,,
4300,चिण्चिणु,chinchinu,,,,,,,,
4301,चिर्चिरि,chirchiri,"used when some task becomes irritable because it is filled with too many details or sub tasks, also refers to an irritable person; also used when there is continuous mild rain fall (चि र्चि रि पा व्सू)",,,,,,,
4302,चिव्चिवि,chivchivi,rubbery (used when referring to stored crispy items becoming rubbery when chewed and ending with a fibrous residue,,,,,,,
4303,चुळ्चुळि,chulchuli,"kitchen word, meaning ‘watery’ or weak. e.g. chulchuli thaak Is watery buttermilk",,,,,,,
4304,जग्जगि,jagjagi,"Shining, gleaming",,,,,,,
4305,जिर्जिरेले,jirjirele,"worn out, aged",,,,,,,
4306,झळ्झळि,jhaljhali,fresh?? appearing fresh in appearance??...,,,,,,,
4307,झळ्झळांचे,jhal jhalaanche,rinsing clothes in soap water or plain water,,,,,,,
4308,झळ्झळ्ता or झूळ्झूळ्ता,jhal jhalthaa or jhuljhulthaa,???...,,,,,,,
4309,तट्तटि,thatthati,fresh,,,,,,,
4310,तुट्तुटि,thut thuti,quickly?...,,,,,,,
4311,तुर्तुरि,thurthuri,used when someone is being dragged at a fast pace,,,,,,,
4312,थळ्थळि,thalthali,"clean, also ""bald"" when referring to a bald head",,,,,,,
4313,दबदबि,dabdabi,"in a thick manner, referring to pasty materials",,,,,,,
4314,दळ्दळि,daldali,????...,,,,,,,
4315,दर्दरि,dardari,straightaway?...,,,,,,,
4316,दुड्दुडि,dud dudi,running at a fast pace? doing something at a fast pace?...,,,,,,,
4317,दुर्दुरि,durduri,,,,,,,,
4318,दोक्दोक्को or धोक्धक्को,????,,,,,,,,
4319,धढ्धढु,dhaDdhaDu,feeling in the heart after escaping from a danger or after achieving something after a tremendous effort,,,,,,,
4320,नुर्नुरि,nurnuri,crisp (like freshly fried chips),,,,,,,
4321,पच्पचि,pachpachi,word when a pasty material is applied on the skin (or somewhere else) liberally,,,,,,,
4322,पश्पशि,pashpashi,oily ????...,,,,,,,
4323,पट्पटि,patpati,in quick sequence,,,,,,,
4324,पिच्पिच्वि,pichpichi,sticky,,,,,,,
4325,पळ्पिळि,pilpili,drops (For dropwise flow of liquids and of rain falling in drops,,,,,,,
4326,पिर्पिरि,pirpiri,babbling person or one who cannot keep secrets,,,,,,,
4327,पिश्पिशि,pishpishi,(said of material which is not stiff?)...,,,,,,,
4328,पिट्पिटि,pitpiti,"when stated with reference to eyes, means blinking them",,,,,,,
4329,पुक्पुकि,pukpuki,a timid person,,,,,,,
4330,पुक्पुको,pukpuko,worry over some troubling matter,,,,,,,
4331,पुस्पुस्,puspus,something ending in a flop,,,,,,,
4332,फड्फडो,phaDphaDo,phaDphaDtha means “complains in a mumbling manner”,,,,,,,
4333,फर्फरि,pharphari,???...,,,,,,,
4334,फळ्फलि,phalphali,???...,,,,,,,
4335,बक्बकि,bakbaki,"gulping large handfuls of food, fast",,,,,,,
4336,बच्बचि,bachbachi,closely packed,,,,,,,
4337,बड्बडि,badbadi,a chatterbox??...,,,,,,,
